Index,Entry,Location,Category,Label
2876,Q8N5F7,Nucleus,Nucleus,5
2877,P26715,Membrane,Membrane,9
2878,P26718,Cell membrane,Cell membrane,2
2879,O43908,Membrane,Membrane,9
2880,Q17RQ9,Membrane,Membrane,9
2881,P78367,Nucleus,Nucleus,5
2882,P78426,Nucleus,Nucleus,5
2883,Q9UBE8,Nucleus,Nucleus,5
2884,Q9NPP4,Cytoplasm,Cytoplasm,4
2885,Q86WI3,Cytoplasm,Cytoplasm,4
2886,Q86UT6,Mitochondrion outer membrane,Mitochondrion,8
2887,Q9HAN9,Nucleus,Nucleus,5
2888,Q13423,Mitochondrion inner membrane,Mitochondrion,8
2889,Q9NP64,Nucleus,Nucleus,5
2890,Q14978,Nucleus,Nucleus,5
2891,Q5C9Z4,Nucleus,Nucleus,5
2892,Q5JPE7,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
2893,P51513,Nucleus,Nucleus,5
2894,P48745,Secreted,Secreted,6
2895,Q9Y5S8,Cell projection,Cell projection,1
2896,Q9NPH5,Nucleus,Nucleus,5
2897,Q8NG41,Secreted,Secreted,6
2898,Q9GZQ6,Cell membrane,Cell membrane,2
2899,Q9Y5X5,Cell membrane,Cell membrane,2
2901,O00624,Membrane,Membrane,9
2902,Q9Y639,Cell membrane,Cell membrane,2
2903,P49146,Cell membrane,Cell membrane,2
2904,P50391,Cell membrane,Cell membrane,2
2905,Q00604,Secreted,Secreted,6
2906,Q92597,Cytoplasm,Cytoplasm,4
2908,Q9ULP0,Cytoplasm,Cytoplasm,4
2910,Q16795,Mitochondrion matrix,Mitochondrion,8
2911,Q9P0J0,Mitochondrion inner membrane,Mitochondrion,8
2912,O43920,Mitochondrion inner membrane,Mitochondrion,8
2913,Q8NHV4,Cytoplasm,Cytoplasm,4
2914,Q7Z3B1,Cell membrane,Cell membrane,2
2915,Q96FI4,Cytoplasm,Cytoplasm,4
2916,P51956,Cytoplasm,Cytoplasm,4
2917,Q99435,Secreted,Secreted,6
2918,O60524,Nucleus,Nucleus,5
2919,Q9Y6K9,Cytoplasm,Cytoplasm,4
2920,Q92859,Cell membrane,Cell membrane,2
2921,Q92979,Nucleus,Nucleus,5
2922,Q8NFW8,Nucleus,Nucleus,5
2923,O76050,Cytoplasm,Cytoplasm,4
2924,Q9BYT8,Mitochondrion intermembrane space,Mitochondrion,8
2925,P17677,Cell membrane,Cell membrane,2
2926,Q9UQ49,Cell membrane,Cell membrane,2
2927,Q99574,Secreted,Secreted,6
2929,Q6P4R8,Nucleus,Nucleus,5
2930,Q6ZNB6,Membrane,Membrane,9
2932,Q5T2W1,Membrane,Membrane,9
2936,Q9NZ94,Cell membrane,Cell membrane,2
2937,Q8N0W4,Cell membrane,Cell membrane,2
2938,Q8NA29,Cell membrane,Cell membrane,2
2939,Q9BZQ4,Cytoplasm,Cytoplasm,4
2940,Q9GZQ4,Cell membrane,Cell membrane,2
2941,Q96S42,Secreted,Secreted,6
2942,Q99784,Secreted,Secreted,6
2943,O95897,Secreted,Secreted,6
2944,O94818,Nucleus,Nucleus,5
2945,O00567,Nucleus,Nucleus,5
2947,P29474,Cell membrane,Cell membrane,2
2948,Q86UR1,Cytoplasm,Cytoplasm,4
2949,P55209,Nucleus,Nucleus,5
2950,Q96NT1,Nucleus,Nucleus,5
2951,P61581,Nucleus,Nucleus,5
2952,P61583,Nucleus,Nucleus,5
2953,A6NHN6,Secreted,Secreted,6
2954,O95396,Cytoplasm,Cytoplasm,4
2955,Q2KHM9,Cytoplasm,Cytoplasm,4
2957,P53985,Cell membrane,Cell membrane,2
2958,O15374,Cell membrane,Cell membrane,2
2959,O15403,Cell membrane,Cell membrane,2
2960,Q7RTY1,Cell membrane,Cell membrane,2
2963,Q5VT25,Cytoplasm,Cytoplasm,4
2964,Q86SM8,Cell membrane,Cell membrane,2
2965,Q96LB2,Cell membrane,Cell membrane,2
2966,Q9HC36,Mitochondrion,Mitochondrion,8
2968,P33527,Cell membrane,Cell membrane,2
2969,Q5T3U5,Cell membrane,Cell membrane,2
2970,Q96J65,Membrane,Membrane,9
2972,P52701,Nucleus,Nucleus,5
2973,Q01726,Cell membrane,Cell membrane,2
2976,P49914,Cytoplasm,Cytoplasm,4
2977,Q9BV20,Nucleus,Nucleus,5
2978,Q68DK7,Nucleus,Nucleus,5
2980,Q96KJ4,Membrane,Membrane,9
2981,Q15800,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
2982,P28360,Nucleus,Nucleus,5
2987,Q13330,Cytoplasm,Cytoplasm,4
2989,Q96E29,Mitochondrion,Mitochondrion,8
2990,Q9Y483,Nucleus,Nucleus,5
2991,Q9UDX5,Mitochondrion inner membrane,Mitochondrion,8
2992,Q6P444,Mitochondrion,Mitochondrion,8
2993,Q9BT17,Mitochondrion inner membrane,Mitochondrion,8
2994,Q06455,Nucleus,Nucleus,5
2996,Q9NZJ7,Mitochondrion inner membrane,Mitochondrion,8
2998,P13995,Mitochondrion,Mitochondrion,8
2999,Q99551,Mitochondrion,Mitochondrion,8
3000,Q13615,Cytoplasm,Cytoplasm,4
3001,Q96QG7,Cytoplasm,Cytoplasm,4
3002,Q96GX9,Cytoplasm,Cytoplasm,4
3003,P58546,Cytoplasm,Cytoplasm,4
3004,Q8N387,Cell membrane,Cell membrane,2
3005,Q685J3,Cell membrane,Cell membrane,2
3006,Q7Z5P9,Secreted,Secreted,6
3007,P15941,Secreted,Secreted,6
3008,Q9H195,Membrane,Membrane,9
3009,P98088,Secreted,Secreted,6
3010,Q9HC84,Secreted,Secreted,6
3011,Q8TAX7,Secreted,Secreted,6
3012,Q9ULC0,Cell membrane,Cell membrane,2
3013,Q96DR8,Secreted,Secreted,6
3014,Q96JP2,Cytoplasm,Cytoplasm,4
3015,Q92614,Cytoplasm,Cytoplasm,4
3016,Q96S97,Membrane,Membrane,9
3017,Q8IZQ8,Nucleus,Nucleus,5
3018,Q7Z401,Nucleus,Nucleus,5
3019,Q96QE2,Membrane,Membrane,9
3020,P01106,Nucleus,Nucleus,5
3022,P23409,Nucleus,Nucleus,5
3025,A0A1B0GTQ4,Cell membrane,Cell membrane,2
3026,Q8WXR4,Cytoplasm,Cytoplasm,4
3027,Q6PIF6,Cytoplasm,Cytoplasm,4
3028,B2RTY4,Membrane,Membrane,9
3029,Q5VTT5,Cytoplasm,Cytoplasm,4
3030,Q5VU43,Cytoplasm,Cytoplasm,4
3031,Q9NP98,Nucleus,Nucleus,5
3033,Q86TC9,Cytoplasm,Cytoplasm,4
3034,O14974,Cytoplasm,Cytoplasm,4
3035,Q9H903,Mitochondrion inner membrane,Mitochondrion,8
3036,O75081,Nucleus,Nucleus,5
3039,Q13585,Cell membrane,Cell membrane,2
3040,Q969V5,Mitochondrion outer membrane,Mitochondrion,8
3042,P22033,Mitochondrion matrix,Mitochondrion,8
3043,P04198,Nucleus,Nucleus,5
3044,Q9P2K5,Nucleus,Nucleus,5
3045,P13349,Nucleus,Nucleus,5
3046,P35580,Cell projection,Cell projection,1
3048,Q9Y2K3,Cytoplasm,Cytoplasm,4
3049,P13535,Cytoplasm,Cytoplasm,4
3050,Q15746,Cytoplasm,Cytoplasm,4
3051,O00159,Cytoplasm,Cytoplasm,4
3052,Q8NEV4,Cytoplasm,Cytoplasm,4
3053,P15173,Nucleus,Nucleus,5
3054,Q9NPC6,Cytoplasm,Cytoplasm,4
3056,O60237,Cytoplasm,Cytoplasm,4
3057,Q9Y2G1,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
3058,Q8NFW9,Cytoplasm,Cytoplasm,4
3059,P28698,Nucleus,Nucleus,5
3062,P57103,Cell membrane,Cell membrane,2
3063,Q96RE7,Nucleus,Nucleus,5
3064,Q96BF6,Nucleus,Nucleus,5
3065,P21757,Membrane,Membrane,9
3069,Q8WXB1,Cytoplasm,Cytoplasm,4
3070,Q9BV57,Cytoplasm,Cytoplasm,4
3071,Q9Y2Z2,Mitochondrion,Mitochondrion,8
3072,Q5HYI7,Mitochondrion,Mitochondrion,8
3073,Q9H3R2,Cell membrane,Cell membrane,2
3074,Q8WXI7,Cell membrane,Cell membrane,2
3075,P43121,Membrane,Membrane,9
3076,Q8N307,Secreted,Secreted,6
3078,Q96NY9,Nucleus,Nucleus,5
3079,P84157,Membrane,Membrane,9
3080,Q8IUG5,Cytoplasm,Cytoplasm,4
3081,P12525,Nucleus,Nucleus,5
3083,P12882,Cytoplasm,Cytoplasm,4
3084,A7E2Y1,Membrane,Membrane,9
3087,Q9NXB0,Cytoplasm,Cytoplasm,4
3088,Q9NP71,Nucleus,Nucleus,5
3089,Q9H3L0,Cytoplasm,Cytoplasm,4
3090,Q99583,Nucleus,Nucleus,5
3091,Q7L9L4,Cytoplasm,Cytoplasm,4
3092,Q9Y605,Nucleus,Nucleus,5
3093,Q86VD1,Nucleus,Nucleus,5
3094,Q9Y6X9,Nucleus,Nucleus,5
3095,Q8TE76,Nucleus,Nucleus,5
3097,Q8TF71,Cell membrane,Cell membrane,2
3098,Q6ZSM3,Cell membrane,Cell membrane,2
3099,O60669,Cell membrane,Cell membrane,2
3100,O15427,Cell membrane,Cell membrane,2
3101,P12872,Secreted,Secreted,6
3102,Q6UVY6,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
3103,O95563,Mitochondrion inner membrane,Mitochondrion,8
3105,Q6WCQ1,Cytoplasm,Cytoplasm,4
3106,O60487,Membrane,Membrane,9
3107,Q9UBG0,Membrane,Membrane,9
3108,Q9Y5S2,Cytoplasm,Cytoplasm,4
3109,P0C860,Nucleus,Nucleus,5
3110,Q9GZW8,Membrane,Membrane,9
3112,Q6Q8B3,Membrane,Membrane,9
3113,Q9UBU8,Nucleus,Nucleus,5
3114,Q9HD47,Nucleus,Nucleus,5
3115,Q13724,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
3117,Q9NRJ1,Cytoplasm,Cytoplasm,4
3118,Q8NCK7,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
3120,P52564,Nucleus,Nucleus,5
3121,Q9Y5U8,Mitochondrion inner membrane,Mitochondrion,8
3122,Q00325,Mitochondrion inner membrane,Mitochondrion,8
3123,O75970,Cell membrane,Cell membrane,2
3124,Q2M385,Membrane,Membrane,9
3125,Q99547,Nucleus,Nucleus,5
3127,P30305,Cytoplasm,Cytoplasm,4
3128,Q9NZW5,Membrane,Membrane,9
3129,Q5T2T1,Membrane,Membrane,9
3131,O75352,Membrane,Membrane,9
3132,Q6UWV2,Membrane,Membrane,9
3133,P49959,Nucleus,Nucleus,5
3134,Q9HD23,Mitochondrion inner membrane,Mitochondrion,8
3135,Q9Y6F6,Cytoplasm,Cytoplasm,4
3136,P43246,Nucleus,Nucleus,5
3138,Q96DH6,Cytoplasm,Cytoplasm,4
3139,Q1L6U9,Secreted,Secreted,6
3140,Q8NHP6,Cell membrane,Cell membrane,2
3141,O75425,Membrane,Membrane,9
3142,Q2TV78,Secreted,Secreted,6
3143,Q9BUK6,Mitochondrion outer membrane,Mitochondrion,8
3144,Q9BVC4,Cytoplasm,Cytoplasm,4
3147,Q9P127,Nucleus,Nucleus,5
3148,P01700,Secreted,Secreted,6
3149,A0A075B6K2,Secreted,Secreted,6
3150,A0A075B6K6,Secreted,Secreted,6
3151,A0A087WSX0,Secreted,Secreted,6
3152,P01721,Secreted,Secreted,6
3153,Q5SRR4,Secreted,Secreted,6
3154,O95868,Cell membrane,Cell membrane,2
3155,Q5J8X5,Membrane,Membrane,9
3156,Q96JA4,Membrane,Membrane,9
3158,A1Z1Q3,Nucleus,Nucleus,5
3159,Q9BW11,Nucleus,Nucleus,5
3160,Q13477,Membrane,Membrane,9
3161,O15525,Nucleus,Nucleus,5
3166,Q96JK9,Nucleus speckle,Nucleus,5
3167,A6NHS7,Membrane,Membrane,9
3168,P50579,Cytoplasm,Cytoplasm,4
3169,Q16655,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
3170,Q969Z3,Mitochondrion outer membrane,Mitochondrion,8
3171,Q96EH3,Mitochondrion matrix,Mitochondrion,8
3172,P42679,Cytoplasm,Cytoplasm,4
3173,Q96EY5,Cytoplasm,Cytoplasm,4
3175,P33032,Cell membrane,Cell membrane,2
3176,Q9UI95,Nucleus,Nucleus,5
3177,Q14676,Nucleus,Nucleus,5
3178,Q9H944,Nucleus,Nucleus,5
3179,O95402,Nucleus,Nucleus,5
3180,Q14D04,Cell membrane,Cell membrane,2
3182,O00255,Nucleus,Nucleus,5
3183,Q9BQA1,Nucleus,Nucleus,5
3184,Q9NQ76,Secreted,Secreted,6
3185,Q86XA0,Cytoplasm,Cytoplasm,4
3187,Q9HCE1,Cytoplasm,Cytoplasm,4
3188,P36507,Cytoplasm,Cytoplasm,4
3190,O14733,Nucleus,Nucleus,5
3191,P30307,Nucleus,Nucleus,5
3192,P34949,Cytoplasm,Cytoplasm,4
3193,Q8TAP9,Nucleus,Nucleus,5
3194,Q99549,Nucleus,Nucleus,5
3195,Q10713,Mitochondrion matrix,Mitochondrion,8
3196,Q8TCY5,Cell membrane,Cell membrane,2
3197,Q9UI43,Mitochondrion,Mitochondrion,8
3198,P49006,Cytoplasm,Cytoplasm,4
3200,Q9H3V2,Membrane,Membrane,9
3201,A6NI15,Nucleus,Nucleus,5
3203,Q13421,Secreted,Secreted,6
3204,P08118,Secreted,Secreted,6
3209,Q5VZV1,Nucleus,Nucleus,5
3210,Q9H867,Cytoplasm,Cytoplasm,4
3212,Q9BTC8,Nucleus,Nucleus,5
3213,O43193,Cell membrane,Cell membrane,2
3214,Q13614,Cytoplasm,Cytoplasm,4
3215,Q9NYA4,Cytoplasm,Cytoplasm,4
3216,O95248,Nucleus,Nucleus,5
3217,Q9Y216,Cytoplasm,Cytoplasm,4
3218,Q96EF0,Nucleus envelope,Nucleus,5
3220,Q8NCE2,Cytoplasm,Cytoplasm,4
3221,P42345,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
3222,Q9UBK8,Cytoplasm,Cytoplasm,4
3223,O43312,Cytoplasm,Cytoplasm,4
3224,Q765P7,Cytoplasm,Cytoplasm,4
3225,Q9ULD2,Cytoplasm,Cytoplasm,4
3226,Q5JR59,Cytoplasm,Cytoplasm,4
3227,Q6DT37,Cytoplasm,Cytoplasm,4
3228,Q96LU7,Membrane,Membrane,9
3229,Q96LB1,Cell membrane,Cell membrane,2
3230,Q96LB0,Cell membrane,Cell membrane,2
3234,O15091,Mitochondrion,Mitochondrion,8
3238,O94776,Nucleus,Nucleus,5
3239,P11137,Cytoplasm,Cytoplasm,4
3241,P49286,Cell membrane,Cell membrane,2
3242,O60682,Nucleus,Nucleus,5
3244,Q7Z6M3,Cell membrane,Cell membrane,2
3246,Q9UGB7,Cytoplasm,Cytoplasm,4
3247,Q9H2W2,Nucleus,Nucleus,5
3248,P28482,Cytoplasm,Cytoplasm,4
3249,P03956,Secreted,Secreted,6
3250,Q8N119,Secreted,Secreted,6
3251,Q9Y5R2,Cell membrane,Cell membrane,2
3252,Q9NPA2,Cell membrane,Cell membrane,2
3253,Q9NRE1,Secreted,Secreted,6
3254,Q9H239,Secreted,Secreted,6
3255,P08253,Secreted,Secreted,6
3256,P08254,Secreted,Secreted,6
3257,P22894,Cytoplasmic granule,Cytoplasm,4
3262,Q3SYC2,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
3263,Q9UQ07,Cytoplasm,Cytoplasm,4
3264,Q502X0,Cytoplasmic vesicle,Cytoplasm,4
3265,Q8NDC4,Cytoplasm,Cytoplasm,4
3267,Q8TDS7,Cell membrane,Cell membrane,2
3268,Q96AM1,Cell membrane,Cell membrane,2
3269,Q96LA9,Cell membrane,Cell membrane,2
3270,Q6IN84,Mitochondrion,Mitochondrion,8
3272,Q86U44,Nucleus,Nucleus,5
3273,Q13126,Cytoplasm,Cytoplasm,4
3275,Q9Y6C9,Mitochondrion inner membrane,Mitochondrion,8
3276,Q49AM1,Mitochondrion,Mitochondrion,8
3277,Q15390,Mitochondrion,Mitochondrion,8
3279,Q12965,Cytoplasm,Cytoplasm,4
3282,Q9NZM1,Cell membrane,Cell membrane,2
3283,Q9UBF9,Cell membrane,Cell membrane,2
3284,Q8TDC0,Cytoplasm,Cytoplasm,4
3287,P43490,Nucleus,Nucleus,5
3288,Q8N7R0,Nucleus,Nucleus,5
3289,P60321,Cytoplasm,Cytoplasm,4
3290,Q6NSW7,Nucleus,Nucleus,5
3292,Q9UHQ9,Membrane,Membrane,9
3294,A6NI72,Cytoplasm,Cytoplasm,4
3295,Q9HCH0,Cytoplasm,Cytoplasm,4
3296,Q9UN36,Cytoplasm,Cytoplasm,4
3297,O95299,Mitochondrion matrix,Mitochondrion,8
3298,Q86Y39,Mitochondrion inner membrane,Mitochondrion,8
3299,Q9UI09,Mitochondrion inner membrane,Mitochondrion,8
3300,Q9Y6M9,Mitochondrion inner membrane,Mitochondrion,8
3301,O75306,Mitochondrion inner membrane,Mitochondrion,8
3302,P49821,Mitochondrion inner membrane,Mitochondrion,8
3304,A6NFY4,Nucleus inner membrane,Nucleus,5
3305,Q9UMX5,Secreted,Secreted,6
3306,O94916,Nucleus,Nucleus,5
3307,O00712,Nucleus,Nucleus,5
3308,Q14938,Nucleus,Nucleus,5
3309,P19838,Nucleus,Nucleus,5
3311,O75161,Cytoplasm,Cytoplasm,4
3313,Q8TAT6,Cytoplasm,Cytoplasm,4
3314,P0C0P6,Secreted,Secreted,6
3315,O00476,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
3316,Q8N729,Secreted,Secreted,6
3317,P25929,Cell membrane,Cell membrane,2
3318,P16083,Cytoplasm,Cytoplasm,4
3319,Q13133,Nucleus,Nucleus,5
3320,Q14994,Nucleus,Nucleus,5
3321,P49116,Nucleus,Nucleus,5
3322,Q9Y4C0,Membrane,Membrane,9
3323,O60906,Membrane,Membrane,9
3324,Q6X4W1,Nucleus,Nucleus,5
3325,Q14973,Membrane,Membrane,9
3326,P20783,Secreted,Secreted,6
3327,Q9P121,Cell membrane,Cell membrane,2
3328,Q16288,Membrane,Membrane,9
3329,P03891,Mitochondrion inner membrane,Mitochondrion,8
3330,P03905,Mitochondrion membrane,Mitochondrion,8
3331,O60285,Nucleus,Nucleus,5
3332,Q9Y5A7,Nucleus,Nucleus,5
3333,Q8NFP7,Cytoplasm,Cytoplasm,4
3334,Q14980,Cytoplasm,Cytoplasm,4
3336,Q9NPB1,Mitochondrion,Mitochondrion,8
3337,Q96AB6,Cytoplasm,Cytoplasm,4
3338,Q96EP9,Cell membrane,Cell membrane,2
3340,Q9Y2I2,Cell membrane,Cell membrane,2
3341,Q96CW9,Cell membrane,Cell membrane,2
3342,P03897,Mitochondrion membrane,Mitochondrion,8
3343,P03901,Mitochondrion membrane,Mitochondrion,8
3344,Q9H1E3,Nucleus,Nucleus,5
3346,Q96RS6,Cytoplasm,Cytoplasm,4
3347,P53370,Cytoplasm,Cytoplasm,4
3349,O00330,Mitochondrion matrix,Mitochondrion,8
3350,Q5SWX8,Membrane,Membrane,9
3352,O60502,Nucleus,Nucleus,5
3353,Q68BL7,Secreted,Secreted,6
3354,Q99983,Secreted,Secreted,6
3356,Q86WS3,Secreted,Secreted,6
3357,Q9H6K4,Mitochondrion,Mitochondrion,8
3358,Q8NC60,Mitochondrion inner membrane,Mitochondrion,8
3359,Q9BVI4,Nucleus membrane,Nucleus,5
3360,Q9ULW6,Nucleus,Nucleus,5
3361,A6NJU9,Membrane,Membrane,9
3362,P48146,Cell membrane,Cell membrane,2
3363,P61916,Secreted,Secreted,6
3364,O15130,Secreted,Secreted,6
3366,A8MRT5,Membrane,Membrane,9
3367,O75607,Nucleus,Nucleus,5
3368,O95436,Membrane,Membrane,9
3369,Q8N130,Membrane,Membrane,9
3370,Q15818,Cytoplasmic vesicle,Cytoplasm,4
3371,P47972,Secreted,Secreted,6
3372,Q99463,Membrane,Membrane,9
3373,P55055,Nucleus,Nucleus,5
3374,Q96RI1,Nucleus,Nucleus,5
3375,Q86WQ0,Nucleus,Nucleus,5
3376,Q9Y5X4,Nucleus,Nucleus,5
3378,O14511,Cell membrane,Cell membrane,2
3379,Q9BQI9,Nucleus,Nucleus,5
3380,Q9NPD7,Cell membrane,Cell membrane,2
3381,Q86YC3,Cell membrane,Cell membrane,2
3382,Q8IZ57,Membrane,Membrane,9
3383,P58400,Cell membrane,Cell membrane,2
3384,P78549,Nucleus,Nucleus,5
3385,Q9Y5Y2,Nucleus,Nucleus,5
3387,P80303,Secreted,Secreted,6
3391,Q96G61,Cytoplasm,Cytoplasm,4
3393,Q96DE0,Nucleus,Nucleus,5
3396,Q9NZJ9,Cytoplasm,Cytoplasm,4
3397,Q9BW91,Mitochondrion,Mitochondrion,8
3398,Q9BZD4,Nucleus,Nucleus,5
3399,P49757,Membrane,Membrane,9
3401,Q7Z3B4,Nucleus,Nucleus,5
3402,Q149M9,Cytoplasm,Cytoplasm,4
3404,Q9H4D5,Nucleus,Nucleus,5
3405,Q9UKK6,Nucleus,Nucleus,5
3407,Q9P2P1,Membrane,Membrane,9
3408,P58181,Cell membrane,Cell membrane,2
3409,Q8NH74,Cell membrane,Cell membrane,2
3410,Q8NH08,Cell membrane,Cell membrane,2
3411,Q8NGE5,Cell membrane,Cell membrane,2
3412,Q96KK4,Cell membrane,Cell membrane,2
3413,Q8NGC4,Cell membrane,Cell membrane,2
3414,Q8NH81,Cell membrane,Cell membrane,2
3415,Q8NGN6,Cell membrane,Cell membrane,2
3416,Q8NGN4,Cell membrane,Cell membrane,2
3417,O60403,Cell membrane,Cell membrane,2
3418,P0C629,Cell membrane,Cell membrane,2
3419,Q8NGQ4,Cell membrane,Cell membrane,2
3420,Q8NGX3,Cell membrane,Cell membrane,2
3421,Q8NGY1,Cell membrane,Cell membrane,2
3422,Q9GZK7,Cell membrane,Cell membrane,2
3423,Q8NGS5,Cell membrane,Cell membrane,2
3424,P0DN81,Cell membrane,Cell membrane,2
3425,Q8NGT0,Cell membrane,Cell membrane,2
3426,Q8NGS4,Cell membrane,Cell membrane,2
3427,A6NGY5,Cell membrane,Cell membrane,2
3428,Q8NGK1,Cell membrane,Cell membrane,2
3429,Q9H342,Cell membrane,Cell membrane,2
3430,Q9H341,Cell membrane,Cell membrane,2
3431,Q8NGJ8,Cell membrane,Cell membrane,2
3432,Q9H2C8,Cell membrane,Cell membrane,2
3433,Q9H2C5,Cell membrane,Cell membrane,2
3434,Q8NGK2,Cell membrane,Cell membrane,2
3435,Q9H346,Cell membrane,Cell membrane,2
3436,Q8NH55,Cell membrane,Cell membrane,2
3437,Q96RD3,Cell membrane,Cell membrane,2
3438,Q8NGJ2,Cell membrane,Cell membrane,2
3439,Q8NH67,Cell membrane,Cell membrane,2
3440,Q8NGK3,Cell membrane,Cell membrane,2
3441,Q8NGK5,Cell membrane,Cell membrane,2
3442,Q8NGI2,Cell membrane,Cell membrane,2
3443,Q8NGI1,Cell membrane,Cell membrane,2
3444,P0C7T3,Cell membrane,Cell membrane,2
3445,Q8NGI8,Cell membrane,Cell membrane,2
3446,Q8NGP9,Cell membrane,Cell membrane,2
3447,Q8N127,Cell membrane,Cell membrane,2
3448,A6NHG9,Cell membrane,Cell membrane,2
3449,A6NDL8,Cell membrane,Cell membrane,2
3450,A6NL08,Cell membrane,Cell membrane,2
3452,Q5VST9,Cytoplasm,Cytoplasm,4
3453,Q9BR26,Membrane,Membrane,9
3455,O15294,Mitochondrion,Mitochondrion,8
3456,Q9NTK5,Cytoplasm,Cytoplasm,4
3457,Q9NRN5,Secreted,Secreted,6
3458,Q8TAK6,Nucleus,Nucleus,5
3459,Q68BL8,Secreted,Secreted,6
3460,Q9H2Z4,Nucleus,Nucleus,5
3461,Q9NVX2,Nucleus,Nucleus,5
3462,Q8N2Q7,Cell membrane,Cell membrane,2
3463,Q8NFZ4,Cell membrane,Cell membrane,2
3464,Q7RTR0,Cytoplasm,Cytoplasm,4
3465,P08949,Secreted,Secreted,6
3466,Q8TCU5,Cell membrane,Cell membrane,2
3467,Q96D46,Cytoplasm,Cytoplasm,4
3468,Q13287,Cytoplasm,Cytoplasm,4
3469,Q5H8A3,Secreted,Secreted,6
3470,P30419,Cytoplasm,Cytoplasm,4
3471,O60551,Cytoplasm,Cytoplasm,4
3473,Q13253,Secreted,Secreted,6
3474,Q76FK4,Nucleus,Nucleus,5
3475,Q5SY16,Nucleus,Nucleus,5
3477,Q92617,Membrane,Membrane,9
3479,Q08J23,Nucleus,Nucleus,5
3481,Q16620,Cell membrane,Cell membrane,2
3482,Q5SRE5,Nucleus,Nucleus,5
3483,P03915,Mitochondrion inner membrane,Mitochondrion,8
3484,P03923,Mitochondrion membrane,Mitochondrion,8
3485,P19338,Nucleus,Nucleus,5
3487,O95848,Cytoplasm,Cytoplasm,4
3488,Q9Y266,Cytoplasm,Cytoplasm,4
3489,Q9UKK9,Nucleus,Nucleus,5
3491,Q9Y6R0,Cytoplasm,Cytoplasm,4
3492,Q9ULX3,Nucleus,Nucleus,5
3493,Q9Y3T9,Nucleus,Nucleus,5
3494,Q8WTT2,Nucleus,Nucleus,5
3495,Q9UK39,Cytoplasm,Cytoplasm,4
3496,Q9Y239,Cytoplasm,Cytoplasm,4
3497,O60936,Nucleus,Nucleus,5
3498,Q15233,Nucleus,Nucleus,5
3499,Q9Y2X3,Nucleus,Nucleus,5
3500,Q8IVI9,Cell membrane,Cell membrane,2
3501,P46531,Nucleus,Nucleus,5
3502,Q04721,Cell membrane,Cell membrane,2
3503,Q9UM47,Nucleus,Nucleus,5
3504,Q9UNW9,Nucleus,Nucleus,5
3505,Q9HBY0,Membrane,Membrane,9
3507,P61582,Nucleus,Nucleus,5
3508,Q6P499,Membrane,Membrane,9
3509,Q8IUM7,Nucleus,Nucleus,5
3510,Q7Z494,Cell projection,Cell projection,1
3512,Q9BXD5,Cytoplasm,Cytoplasm,4
3514,P51843,Nucleus,Nucleus,5
3515,Q9Y466,Nucleus,Nucleus,5
3516,Q68D85,Cell membrane,Cell membrane,2
3517,P22736,Cytoplasm,Cytoplasm,4
3518,Q15406,Nucleus,Nucleus,5
3519,P49279,Membrane,Membrane,9
3520,Q96F24,Nucleus,Nucleus,5
3521,Q16612,Cytoplasm,Cytoplasm,4
3524,Q99748,Secreted,Secreted,6
3525,Q9ULB1,Cell membrane,Cell membrane,2
3526,P03886,Mitochondrion inner membrane,Mitochondrion,8
3528,P56975,Cell membrane,Cell membrane,2
3531,Q8IXM6,Nucleus inner membrane,Nucleus,5
3532,O14786,Secreted,Secreted,6
3533,O60462,Secreted,Secreted,6
3534,Q9P2S2,Membrane,Membrane,9
3535,P58401,Membrane,Membrane,9
3536,Q9HDB5,Membrane,Membrane,9
3538,Q96IY1,Nucleus,Nucleus,5
3539,Q9NXE4,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
3541,Q96CB9,Mitochondrion,Mitochondrion,8
3542,Q9GZY6,Cell membrane,Cell membrane,2
3543,Q96HA8,Cytoplasm,Cytoplasm,4
3544,Q12908,Membrane,Membrane,9
3545,O95665,Cell membrane,Cell membrane,2
3546,Q8WUM0,Nucleus,Nucleus,5
3547,P35658,Nucleus,Nucleus,5
3549,O95989,Cytoplasm,Cytoplasm,4
3551,Q9BW27,Nucleus,Nucleus,5
3552,Q8N323,Secreted,Secreted,6
3553,P58417,Secreted,Secreted,6
3556,Q8NGC3,Cell membrane,Cell membrane,2
3557,Q8NGN3,Cell membrane,Cell membrane,2
3558,Q8NGN5,Cell membrane,Cell membrane,2
3559,Q9Y4A9,Cell membrane,Cell membrane,2
3560,Q8NGA5,Cell membrane,Cell membrane,2
3561,Q5JRS4,Cell membrane,Cell membrane,2
3562,Q8NHC7,Cell membrane,Cell membrane,2
